,id,retweet_count,favorite_count
0,892420643555336193,8381,38256
1,892177421306343426,6188,32799
2,891815181378084864,4093,24697
3,891689557279858688,8514,41587
4,891327558926688256,9231,39766
5,891087950875897856,3067,19957
6,890971913173991426,2038,11679
7,890729181411237888,18612,64577
8,890609185150312448,4213,27431
9,890240255349198849,7279,31482
10,890006608113172480,7229,30253
11,889880896479866881,4903,27412
12,889665388333682689,9917,47481
13,889638837579907072,4480,26805
14,889531135344209921,2209,14902
15,889278841981685760,5305,24916
16,888917238123831296,4431,28694
17,888804989199671297,4238,25229
18,888554962724278272,3500,19581
19,888078434458587136,3447,21475
20,887705289381826560,5316,29762
21,887517139158093824,11502,45655
22,887473957103951883,17932,68176
23,887343217045368832,10258,33227
24,887101392804085760,5883,30160
25,886983233522544640,7668,34693
26,886736880519319552,3238,11886
27,886680336477933568,4401,22139
28,886366144734445568,3155,20896
29,886267009285017600,4,116
30,886258384151887873,6192,27622
31,886054160059072513,105,0
32,885984800019947520,6706,32244
33,885528943205470208,6338,35510
34,885518971528720385,3708,20156
35,885311592912609280,18333,0
36,885167619883638784,4323,21640
37,884925521741709313,18063,76488
38,884876753390489601,5587,27554
39,884562892145688576,4687,23992
40,884441805382717440,5578,26648
41,884247878851493888,20193,72105
42,884162670584377345,2946,20092
43,883838122936631299,3404,21626
44,883482846933004288,9826,45343
45,883360690899218434,3631,22282
46,883117836046086144,6587,36717
47,882992080364220416,3869,23661
48,882762694511734784,4855,27950
49,882627270321602560,6006,27565
50,882268110199369728,11451,44379
51,882045870035918850,4908,28982
52,881906580714921986,3351,24008
53,881666595344535552,10535,49944
54,881633300179243008,7,124
55,881536004380872706,15752,48824
56,881268444196462592,5106,22794
57,880935762899988482,2750,16801
58,880872448815771648,3770,21009
59,880465832366813184,6204,28178
60,880221127280381952,4168,26731
61,880095782870896641,4307,27294
62,879862464715927552,3456,22050
63,879674319642796034,10,310
64,879492040517615616,3147,23127
65,879415818425184262,43668,104588
66,879376492567855104,3087,16570
67,879130579576475649,6752,0
68,879050749262655488,4671,22293
69,879008229531029506,2666,18751
70,878776093423087618,4082,19184
71,878604707211726852,7126,29911
72,878404777348136964,1275,0
73,878316110768087041,6587,0
74,878281511006478336,1275,7650
75,878057613040115712,6752,41538
76,877736472329191424,18886,78796
77,877611172832227328,80,0
78,877556246731214848,3772,22448
79,877316821321428993,5124,27044
80,877201837425926144,5528,26801
81,876838120628539392,3312,20428
82,876537666061221889,4582,23221
83,876484053909872640,2378,18547
84,876120275196170240,4655,27595
85,875747767867523072,4256,24904
86,875144289856114688,4889,21675
87,875097192612077568,5998,27113
88,875021211251597312,4680,25188
89,874680097055178752,4610,27530
90,874434818259525634,14646,0
91,874296783580663808,4083,25781
92,874057562936811520,3932,22417
93,874012996292530176,10359,34252
94,873580283840344065,3924,23979
95,873337748698140672,1581,0
96,873213775632977920,1581,7168
97,872967104147763200,5385,27122
98,872820683541237760,3682,14577
99,872620804844003328,3687,20601
100,872486979161796608,8978,40333
101,872261713294495745,6302,33926
102,872122724285648897,8105,34182
103,871879754684805121,11169,37711
104,871762521631449091,3470,20126
105,871515927908634625,3448,20079
106,871166179821445120,5698,0
107,871102520638267392,5505,20793
108,871032628920680449,3817,22522
109,870804317367881728,6213,33433
110,870726314365509632,3,119
111,870656317836468226,2652,12346
112,870374049280663552,26273,82309
113,870308999962521604,4163,21734
114,870063196459192321,8379,36527
115,869772420881756160,10069,42272
116,869702957897576449,6367,28151
117,869596645499047938,3142,15932
118,869227993411051520,3803,20379
119,868880397819494401,14582,65548
120,868639477480148993,2111,0
121,868622495443632128,5474,26847
122,868552278524837888,2111,10128
123,867900495410671616,4211,24178
124,867774946302451713,7404,34010
125,867421006826221569,2533,16127
126,867072653475098625,122,0
127,867051520902168576,7948,32279
128,866720684873056260,4865,20127
129,866686824827068416,3529,19377
130,866450705531457537,35694,122615
131,866334964761202691,14646,52770
132,866094527597207552,8487,0
133,865718153858494464,5686,25716
134,865359393868664832,5069,26582
135,865006731092295680,7796,28149
136,864873206498414592,8842,32466
137,864279568663928832,3088,14710
138,864197398364647424,9091,30345
139,863907417377173506,4213,20766
140,863553081350529029,4246,15405
141,863471782782697472,2501,0
142,863432100342583297,5359,23992
143,863427515083354112,99,2281
144,863079547188785154,1119,8833
145,863062471531167744,2501,8595
146,862831371563274240,5180,19330
147,862722525377298433,3595,17204
148,862457590147678208,5052,20730
149,862096992088072192,23779,75204
150,861383897657036800,10921,36420
151,861288531465048066,4245,17366
152,861005113778896900,3890,16890
153,860981674716409858,2207,0
154,860924035999428608,842,0
155,860563773140209665,2207,7592
156,860524505164394496,5397,23890
157,860276583193509888,3559,18511
158,860184849394610176,5968,16883
159,860177593139703809,31635,0
160,859924526012018688,4200,19787
161,859851578198683649,3599,15584
162,859607811541651456,1613,18828
163,859196978902773760,31030,91094
164,859074603037188101,13972,34368
165,858860390427611136,8372,0
166,858843525470990336,3572,15751
167,858471635011153920,4987,21812
168,858107933456039936,3004,15959
169,857989990357356544,2662,16365
170,857746408056729600,10972,34845
171,857393404942143489,1691,6008
172,857263160327368704,4662,20347
173,857214891891077121,18,233
174,857062103051644929,177,0
175,857029823797047296,4138,19273
176,856602993587888130,11062,0
177,856543823941562368,2981,16564
178,856526610513747968,1942,12060
179,856330835276025856,702,0
180,856288084350160898,17,526
181,856282028240666624,6545,28251
182,855862651834028034,28,353
183,855860136149123072,1069,5152
184,855857698524602368,2191,12089
185,855851453814013952,18361,46353
186,855818117272018944,5633,27152
187,855459453768019968,8537,30589
188,855245323840757760,6221,0
189,855138241867124737,48,0
190,854732716440526848,6365,23385
191,854482394044301312,7170,30053
192,854365224396361728,4889,19368
193,854120357044912130,7816,32792
194,854010172552949760,3299,16622
195,853760880890318849,6069,29376
196,853639147608842240,10613,35841
197,853299958564483072,3739,15962
198,852936405516943360,2109,0
199,852912242202992640,1930,9323
200,852672615818899456,2265,15369
201,852553447878664193,3696,16874
202,852311364735569921,10397,34158
203,852226086759018497,7153,20630
204,852189679701164033,1667,11830
205,851953902622658560,10153,0
206,851861385021730816,23,0
207,851591660324737024,3658,16739
208,851464819735769094,7459,25095
209,851224888060895234,6035,21382
210,850753642995093505,9804,32121
211,850380195714523136,2765,13518
212,850333567704068097,352,3550
213,850145622816686080,4050,16913
214,850019790995546112,5182,21210
215,849776966551130114,8039,31607
216,849668094696017920,5251,0
217,849412302885593088,3328,16473
218,849336543269576704,1998,11854
219,849051919805034497,9040,44116
220,848690551926992896,4581,26186
221,848324959059550208,4886,25722
222,848213670039564288,793,8491
223,848212111729840128,3264,16968
224,847978865427394560,3460,0
225,847971574464610304,458,0
226,847962785489326080,5419,24460
227,847842811428974592,1428,5704
228,847617282490613760,451,7295
229,847606175596138505,3609,19552
230,847251039262605312,4568,21290
231,847157206088847362,6228,20813
232,847116187444137987,3396,22319
233,846874817362120707,4181,20950
234,846514051647705089,12375,46600
235,846505985330044928,3296,14745
236,846153765933735936,9665,33098
237,846139713627017216,10519,32208
238,846042936437604353,3086,16683
239,845812042753855489,9332,30610
240,845677943972139009,5101,26217
241,845397057150107648,1936,7973
242,845306882940190720,5758,24379
243,845098359547420673,8186,0
244,844979544864018432,2758,14253
245,844973813909606400,3436,15801
246,844704788403113984,11062,40502
247,844580511645339650,3366,17234
248,844223788422217728,2347,14265
249,843981021012017153,3126,15823
250,843856843873095681,4950,22403
251,843604394117681152,2948,17688
252,843235543001513987,6483,22496
253,842846295480000512,3852,15936
254,842765311967449089,1363,7073
255,842535590457499648,3754,18971
256,842163532590374912,6221,25679
257,842115215311396866,3249,14689
258,841833993020538882,16464,0
259,841680585030541313,8312,26888
260,841439858740625411,3936,13259
261,841320156043304961,5826,20727
262,841314665196081154,5034,16614
263,841077006473256960,5698,24026
264,840761248237133825,1885,0
265,840728873075638272,17410,0
266,840698636975636481,2,189
267,840696689258311684,1053,12916
268,840632337062862849,1885,9421
269,840370681858686976,4893,17301
270,840268004936019968,6164,20262
271,839990271299457024,2472,14124
272,839549326359670784,8372,28958
273,839290600511926273,154,0
274,839239871831150596,7034,28612
275,838952994649550848,4276,20648
276,838921590096166913,2235,11758
277,838916489579200512,36,0
278,838831947270979586,11918,0
279,838561493054533637,1426,11485
280,838476387338051585,5198,23803
281,838201503651401729,10892,0
282,838150277551247360,354,1769
283,838085839343206401,0,149
284,838083903487373313,3398,18573
285,837820167694528512,8487,36032
286,837482249356513284,477,4042
287,837471256429613056,2477,13485
288,837366284874571778,5718,22278
289,837110210464448512,2590,16892
290,836989968035819520,2476,13419
291,836753516572119041,4985,20278
292,836677758902222849,2399,13296
293,836648853927522308,593,0
294,836397794269200385,29854,0
295,836380477523124226,3196,15528
296,836260088725786625,4636,22427
297,836001077879255040,4639,20171
298,835685285446955009,8832,0
299,835574547218894849,3918,18783
300,835536468978302976,1842,0
301,835309094223372289,22746,0
302,835297930240217089,3236,17325
303,835264098648616962,1842,8184
304,835246439529840640,78,2205
305,835172783151792128,6216,27600
306,835152434251116546,3265,23713
307,834931633769889797,1789,11448
308,834786237630337024,5927,22340
309,834574053763584002,2751,14474
310,834477809192075265,11562,0
311,834458053273591808,1813,10171
312,834209720923721728,5191,21784
313,834167344700198914,3936,16654
314,834089966724603904,2303,10615
315,834086379323871233,2405,13813
316,833863086058651648,2605,14177
317,833826103416520705,3729,16224
318,833732339549220864,234,0
319,833722901757046785,3480,21876
320,833479644947025920,2239,15711
321,833124694597443584,5251,21359
322,832998151111966721,2406,14067
323,832769181346996225,40,0
324,832757312314028032,3935,17794
325,832682457690300417,3187,12563
326,832645525019123713,563,3087
327,832636094638288896,3037,16779
328,832397543355072512,2415,12644
329,832369877331693569,3460,18148
330,832273440279240704,2529,11973
331,832215909146226688,6721,0
332,832215726631055365,10182,0
333,832088576586297345,2,70
334,832040443403784192,10567,0
335,832032802820481025,5052,18872
336,831939777352105988,6664,25418
337,831926988323639298,35,361
338,831911600680497154,7083,29295
339,831670449226514432,1971,11064
340,831650051525054464,2109,7604
341,831552930092285952,2490,9539
342,831322785565769729,1662,9735
343,831315979191906304,1213,6911
344,831309418084069378,2656,12422
345,831262627380748289,2230,12616
346,830956169170665475,1627,8454
347,830583320585068544,18333,70964
348,830173239259324417,6207,0
349,830097400375152640,3273,10419
350,829878982036299777,5461,0
351,829861396166877184,2131,12967
352,829501995190984704,11562,33695
353,829449946868879360,2208,11101
354,829374341691346946,10153,36736
355,829141528400556032,8078,26015
356,829011960981237760,17662,56260
357,828801551087042563,3708,0
358,828770345708580865,6411,27139
359,828708714936930305,12247,38881
360,828650029636317184,1469,10092
361,828409743546925057,1253,6681
362,828408677031882754,1400,8119
363,828381636999917570,2422,13411
364,828376505180889089,1159,7843
365,828372645993398273,3205,13310
366,828361771580813312,184,2329
367,828046555563323392,3124,12496
368,828011680017821696,2342,11013
369,827933404142436356,5698,21413
370,827653905312006145,3284,16402
371,827600520311402496,1034,7863
372,827324948884643840,3344,16885
373,827199976799354881,2449,11242
374,826958653328592898,5461,22937
375,826848821049180160,11163,38795
376,826615380357632002,4312,0
377,826598799820865537,277,5439
378,826598365270007810,2562,10716
379,826476773533745153,4580,19608
380,826240494070030336,2823,14121
381,826204788643753985,1018,5189
382,826115272272650244,3425,16689
383,825876512159186944,2042,11131
384,825829644528148480,2720,13563
385,825535076884762624,18795,55423
386,825147591692263424,5001,19484
387,825120256414846976,1405,0
388,825026590719483904,1405,6757
389,824796380199809024,6009,0
390,824775126675836928,3857,15940
391,824663926340194305,1898,10727
392,824325613288833024,11361,12550
393,824297048279236611,4231,16038
394,824025158776213504,646,5084
395,823939628516474880,2969,11351
396,823719002937630720,12295,0
397,823699002998870016,2650,13412
398,823581115634085888,2895,13899
399,823333489516937216,29,743
400,823322678127919110,4399,16783
401,823269594223824897,10797,0
402,822975315408461824,3768,18443
403,822872901745569793,48062,141213
404,822859134160621569,2497,14096
405,822647212903690241,7042,0
406,822610361945911296,3244,15752
407,822489057087389700,7042,19363
408,822462944365645825,16081,30414
409,822244816520155136,10797,37391
410,822163064745328640,5272,0
411,821886076407029760,2565,12125
412,821813639212650496,3659,0
413,821765923262631936,1824,9000
414,821522889702862852,1939,8568
415,821421320206483457,6140,0
416,821407182352777218,4777,12576
417,821153421864615936,10,271
418,821149554670182400,2207,9318
419,821107785811234820,2334,10246
420,821044531881721856,2512,13530
421,820837357901512704,7341,0
422,820749716845686786,10892,33707
423,820690176645140481,3543,13039
424,820494788566847489,623,0
425,820446719150292993,2838,0
426,820314633777061888,623,3566
427,820078625395449857,6897,21183
428,820013781606658049,1302,0
429,819952236453363712,1302,5685
430,819924195358416896,5317,13751
431,819711362133872643,3448,14405
432,819588359383371776,2160,10225
433,819347104292290561,1326,7729
434,819238181065359361,446,2440
435,819227688460238848,7341,24705
436,819015337530290176,40288,0
437,819015331746349057,20764,0
438,819006400881917954,20764,48296
439,819004803107983360,40288,92419
440,818646164899774465,22937,0
441,818627210458333184,8185,23744
442,818614493328580609,2839,10553
443,818588835076603904,6748,0
444,818536468981415936,2725,11679
445,818307523543449600,8939,0
446,818259473185828864,2518,11808
447,818145370475810820,2858,13159
448,817908911860748288,866,5186
449,817827839487737858,29854,55548
450,817777686764523521,2939,11458
451,817536400337801217,3340,12635
452,817502432452313088,3724,0
453,817423860136083457,16464,36677
454,817415592588222464,1061,6022
455,817181837579653120,9358,0
456,817171292965273600,2212,9342
457,817120970343411712,2884,13036
458,817056546584727552,1819,9183
459,816829038950027264,5192,0
460,816816676327063552,2240,10714
461,816697700272001025,2433,10511
462,816450570814898180,8939,32783
463,816336735214911488,2152,9216
464,816091915477250048,2373,9573
465,816062466425819140,1147,0
466,816014286006976512,5850,0
467,815990720817401858,1147,5360
468,815966073409433600,9358,24062
469,815745968457060357,4555,0
470,815736392542261248,2503,10549
471,815639385530101762,1813,8814
472,815390420867969024,4196,11094
473,814986499976527872,1424,8190
474,814638523311648768,2987,12097
475,814578408554463233,6397,0
476,814530161257443328,2044,9298
477,814153002265309185,9580,30868
478,813944609378369540,3530,0
479,813910438903693312,2075,9975
480,813812741911748608,15442,38992
481,813800681631023104,1939,8963
482,813217897535406080,8042,20063
483,813202720496779264,1980,9857
484,813187593374461952,4809,21289
485,813172488309972993,2110,10026
486,813157409116065792,2448,8326
487,813142292504645637,2600,9040
488,813130366689148928,488,4796
489,813127251579564032,3449,12740
490,813112105746448384,3038,11105
491,813096984823349248,3977,11296
492,813081950185472002,3052,10605
493,813066809284972545,2146,8554
494,813051746834595840,8088,22513
495,812781120811126785,2106,8138
496,812747805718642688,7650,0
497,812709060537683968,1574,7118
498,812503143955202048,1352,6529
499,812466873996607488,2120,8590
500,812372279581671427,4040,14721
501,811985624773361665,1547,7798
502,811744202451197953,1778,8115
503,811647686436880384,820,5997
504,811627233043480576,3460,13759
